X,Y,Name,description,altitudeMode,STATUS,SYSTEMSTOP,OWLROUTES,CITY,POS,CROSS_ST,PUBLIC_NAME,SHAPE,STREET,POINT_X,POINT_Y,ROUTESSTPG,DIR,Field_1
-87.612125,41.892011,Grand & Streeter,,clampToGround,In Service,"759",,CHICAGO,FS,STREETER,"Grand &amp; Streeter",Point,GRAND,"-87.612125","41.892011","2,29,65,66,124",WB,"Grand &amp; Streeter"
-87.613754434,41.700059768,King Drive & 107th Street,,clampToGround,In Service,"17724",,CHICAGO,NS,107TH STREET,"King Drive &amp; 107th Street",Point,KING DRIVE,"-87.613754","41.70006","111",SB,"King Drive &amp; 107th Street"
-87.61424368,41.732668645,King Drive & 89th Street,,clampToGround,In Service,"18432",,CHICAGO,NS,89TH STREET,"King Drive &amp; 89th Street",Point,KING DRIVE,"-87.614244","41.732669","3",NB,"King Drive &amp; 89th Street"
-87.616071176,41.736557049,87th Street & Calumet,,clampToGround,In Service,"9484",,CHICAGO,NS,CALUMET,"87th Street &amp; Calumet",Point,87TH STREET,"-87.616071","41.736557","87",WB,"87th Street &amp; Calumet"
-87.614672863,41.736434863,87th Street & King Drive,,clampToGround,In Service,"9415",,CHICAGO,NS,KING DRIVE,"87th Street &amp; King Drive",Point,87TH STREET,"-87.614673","41.736435","87",EB,"87th Street &amp; King Drive"
-87.614435545,41.736572075,87th Street & King Drive,,clampToGround,In Service,"9483",,CHICAGO,NS,KING DRIVE,"87th Street &amp; King Drive",Point,87TH STREET,"-87.614436","41.736572","87",WB,"87th Street &amp; King Drive"
-87.614727422,41.740056717,King Drive & 85th Street,,clampToGround,In Service,"2254",,CHICAGO,FS,85TH STREET,"King Drive &amp; 85th Street",Point,KING DRIVE,"-87.614727","41.740057","3",SB,"King Drive &amp; 85th Street"
-87.614405623,41.738367332,King Drive & 86th Street,,clampToGround,In Service,"2114",,CHICAGO,FS,86TH STREET,"King Drive &amp; 86th Street",Point,KING DRIVE,"-87.614406","41.738367","3",NB,"King Drive &amp; 86th Street"
-87.614940686,41.74733349,King Drive & 81st Street,,clampToGround,In Service,"2250",,CHICAGO,FS,81ST STREET,"King Drive &amp; 81st Street",Point,KING DRIVE,"-87.614941","41.747333","3",SB,"King Drive &amp; 81st Street"
-87.614804295,41.747627135,King Drive & 81st Street,,clampToGround,In Service,"2119",,CHICAGO,FS,81ST STREET,"King Drive &amp; 81st Street",Point,KING DRIVE,"-87.614804","41.747627","3",NB,"King Drive &amp; 81st Street"
-87.616655339,41.751043973,79th Street & Calumet,,clampToGround,In Service,"2780",N79,CHICAGO,NS,CALUMET,"79th Street &amp; Calumet",Point,79TH STREET,"-87.616655","41.751044","79",EB,"79th Street &amp; Calumet"
-87.615323,41.765562,King Drive & 71st Street,,clampToGround,In Service,"2240",,CHICAGO,FS,71ST STREET,"King Drive &amp; 71st Street",Point,KING DRIVE,"-87.615323","41.765562","3",SB,"King Drive &amp; 71st Street"
-87.615351016,41.77264422,King Drive & Marquette Rd/S. Chicago,,clampToGround,In Service,"2133",,CHICAGO,NS,SOUTH CHICAGO/MARQUETTE,"King Drive &amp; Marquette Rd/S. Chicago",Point,KING DRIVE,"-87.615351","41.772644","3",NB,"King Drive &amp; Marquette Rd/S. Chicago"
-87.61582005,41.791283663,King Drive & 57th Street,,clampToGround,In Service,"15486",,CHICAGO,FT,57TH STREET,"King Drive &amp; 57th Street",Point,KING DRIVE,"-87.61582","41.791284","3",NB,"King Drive &amp; 57th Street"
-87.616152395,41.794412345,Garfield & King Drive,,clampToGround,In Service,"10549",N55,CHICAGO,NS,KING DRIVE,"Garfield &amp; King Drive",Point,GARFIELD,"-87.616152","41.794412","55",EB,"Garfield &amp; King Drive"
-87.615914694,41.795022764,King Drive & Garfield,,clampToGround,In Service,"2147",,CHICAGO,FS,GARFIELD (north leg),"King Drive &amp; Garfield",Point,KING DRIVE,"-87.615915","41.795023","3",NB,"King Drive &amp; Garfield"
-87.616854021,41.814706261,King Drive & 44th Street,,clampToGround,In Service,"2211",,CHICAGO,FS,44TH STREET,"King Drive &amp; 44th Street",Point,KING DRIVE,"-87.616854","41.814706","3",SB,"King Drive &amp; 44th Street"
-87.616912824,41.816508311,King Drive & 43rd Street,,clampToGround,In Service,"2210",,CHICAGO,FS,43RD STREET,"King Drive &amp; 43rd Street",Point,KING DRIVE,"-87.616913","41.816508","3",SB,"King Drive &amp; 43rd Street"
-87.614175525,41.816623412,43rd Street & Vincennes,,clampToGround,In Service,"8056",,CHICAGO,NS,VINCENNES,"43rd Street &amp; Vincennes",Point,43RD STREET,"-87.614176","41.816623","43",EB,"43rd Street &amp; Vincennes"
-87.616839962,41.82257374,King Drive & Oakwood Boulevard,,clampToGround,In Service,"2162",,CHICAGO,NS,OAKWOOD BOULEVARD,"King Drive &amp; Oakwood Boulevard",Point,KING DRIVE,"-87.61684","41.822574","3",NB,"King Drive &amp; Oakwood Boulevard"
-87.616757195,41.820418162,King Drive & 41st Street,,clampToGround,In Service,"2161",,CHICAGO,FS,41ST STREET,"King Drive &amp; 41st Street",Point,KING DRIVE,"-87.616757","41.820418","3",NB,"King Drive &amp; 41st Street"
-87.616768242,41.83836723,31st Street & King Drive,,clampToGround,In Service,"2172",,CHICAGO,FS,KING DRIVE,"31st Street &amp; King Drive",Point,31ST STREET,"-87.616768","41.838367","31",EB,"31st Street &amp; King Drive"
-87.617291984,41.847657707,King Drive & 25th Street,,clampToGround,In Service,"17397",,CHICAGO,FT,25TH STREET,"King Drive &amp; 25th Street",Point,KING DRIVE,"-87.617292","41.847658","3,21",NB,"King Drive &amp; 25th Street"
-87.612326329,41.685597035,115th Street Metra Station,,clampToGround,In Service,"18241",,CHICAGO,FS,115TH ST,115th Street Metra Station,Point,FRONT,"-87.612326","41.685597","4",NB,115th Street Metra Station
-87.6115,41.685588,Cottage Grove & 115th Street,,clampToGround,In Service,"2841",,CHICAGO,NS,115TH STREET (BUS LANE),"Cottage Grove &amp; 115th Street",Point,COTTAGE GROVE,"-87.6115","41.685588","4,111A,115",SB,"Cottage Grove &amp; 115th Street"
-87.613225007,41.690863136,King Drive & 112th Street,,clampToGround,In Service,"14051",,CHICAGO,NS,112TH STREET,"King Drive &amp; 112th Street",Point,KING DRIVE,"-87.613225","41.690863","4,111A,115",NB,"King Drive &amp; 112th Street"
-87.613369965,41.696316748,King Drive & 109th Street,,clampToGround,In Service,"17728",,CHICAGO,NS,109TH STREET,"King Drive &amp; 109th Street",Point,KING DRIVE,"-87.61337","41.696317","111",NB,"King Drive &amp; 109th Street"
-87.612210003,41.736468715,87th Street & Eberhart,,clampToGround,In Service,"9416",,CHICAGO,NS,EBERHART,"87th Street &amp; Eberhart",Point,87TH STREET,"-87.61221","41.736469","87",EB,"87th Street &amp; Eberhart"
-87.612647038,41.765695331,71st Street & Eberhart,,clampToGround,In Service,"17148",,CHICAGO,FS,EBERHART,"71st Street &amp; Eberhart",Point,71ST STREET,"-87.612647","41.765695","71",EB,"71st Street &amp; Eberhart"
-87.610627,41.76573,71st Street & St. Lawrence,,clampToGround,In Service,"10789",,CHICAGO,NS,ST. LAWRENCE,"71st Street &amp; St. Lawrence",Point,71ST STREET,"-87.610627","41.76573","71",EB,"71st Street &amp; St. Lawrence"
-87.613269196,41.780191129,63rd Street & Eberhart,,clampToGround,In Service,"3438","N4,N63",CHICAGO,NS,EBERHART,"63rd Street &amp; Eberhart",Point,63RD STREET,"-87.613269","41.780191","N4,63",EB,"63rd Street &amp; Eberhart"
-87.610712621,41.780387115,63rd Street & St. Lawrence,,clampToGround,In Service,"3219",N63,CHICAGO,NS,ST. LAWRENCE,"63rd Street &amp; St. Lawrence",Point,63RD STREET,"-87.610713","41.780387","63",WB,"63rd Street &amp; St. Lawrence"
-87.610799496,41.784027782,61st Street & St. Lawrence,,clampToGround,In Service,"13036",N4,CHICAGO,NS,ST. LAWRENCE,"61st Street &amp; St. Lawrence",Point,61ST STREET,"-87.610799","41.784028","N4,59",WB,"61st Street &amp; St. Lawrence"
-87.612584609,41.802176054,51st Street & Forrestville,,clampToGround,In Service,"1539",,CHICAGO,FS,FORRESTVILLE,"51st Street &amp; Forrestville",Point,51ST STREET,"-87.612585","41.802176","15",WB,"51st Street &amp; Forrestville"
-87.612517999,41.802073,51st Street & Forrestville,,clampToGround,In Service,"1632",,CHICAGO,MT,FORRESTVILLE,"51st Street &amp; Forrestville",Point,51ST STREET,"-87.612518","41.802073","15",EB,"51st Street &amp; Forrestville"
-87.612787694,41.823804024,Pershing & Vincennes,,clampToGround,In Service,"7736",,CHICAGO,NS,VINCENNES,"Pershing &amp; Vincennes",Point,PERSHING,"-87.612788","41.823804","39",EB,"Pershing &amp; Vincennes"
-87.610036607,41.823846052,Pershing & Langley,,clampToGround,In Service,"7737",,CHICAGO,NS,LANGLEY,"Pershing &amp; Langley",Point,PERSHING,"-87.610037","41.823846","39",EB,"Pershing &amp; Langley"
-87.610167674,41.892655718,Navy Pier Terminal,,clampToGround,In Service,"14162",,CHICAGO,TERM,TERMINAL,Navy Pier Terminal,Point,NAVY PIER,"-87.610168","41.892656","65",NB,Navy Pier Terminal
-87.60769442,41.657366398,131st Street & St. Lawrence,,clampToGround,In Service,"2987",N34,CHICAGO,NS,ST. LAWRENCE,"131st Street &amp; St. Lawrence",Point,131ST STREET,"-87.607694","41.657366","34",EB,"131st Street &amp; St. Lawrence"
-87.60823,41.700324,Cottage Grove & 107th Street,,clampToGround,In Service,"2833",,CHICAGO,NS,107TH STREET,"Cottage Grove &amp; 107th Street",Point,COTTAGE GROVE,"-87.60823","41.700324","4,115",SB,"Cottage Grove &amp; 107th Street"
-87.606173169,41.709365263,10200 S Cottage Grove,,clampToGround,In Service,"2828",,CHICAGO,MB,10200 SOUTH,10200 S Cottage Grove,Point,COTTAGE GROVE,"-87.606173","41.709365","4,115",SB,10200 S Cottage Grove
-87.607116239,41.736682325,87th Street & Langley,,clampToGround,In Service,"9480",,CHICAGO,NT,LANGLEY,"87th Street &amp; Langley",Point,87TH STREET,"-87.607116","41.736682","87",WB,"87th Street &amp; Langley"
-87.606333621,41.765928878,71st Street & Cottage Grove/S. Chicago,,clampToGround,In Service,"10840",,CHICAGO,FS,COTTAGE GROVE/SO. CHICAGO,"71st Street &amp; Cottage Grove/S. Chicago",Point,71ST STREET,"-87.606334","41.765929","71",WB,"71st Street &amp; Cottage Grove/S. Chicago"
-87.606201167,41.78805632,Cottage Grove & 59th Street,,clampToGround,In Service,"2562",N4,CHICAGO,NT,59TH STREET,"Cottage Grove &amp; 59th Street",Point,COTTAGE GROVE,"-87.606201","41.788056","2,4",SB,"Cottage Grove &amp; 59th Street"
-87.606249699,41.791451014,Cottage Grove & 57th Street,,clampToGround,In Service,"2560",N4,CHICAGO,NS,57TH STREET,"Cottage Grove &amp; 57th Street",Point,COTTAGE GROVE,"-87.60625","41.791451","2,4",SB,"Cottage Grove &amp; 57th Street"
-87.607251161,41.795049117,55th Street & Payne Drive,,clampToGround,In Service,"10579",N55,CHICAGO,NS,PAYNE DRIVE,"55th Street &amp; Payne Drive",Point,55TH STREET,"-87.607251","41.795049","55",WB,"55th Street &amp; Payne Drive"
-87.606595,41.807852,Cottage Grove & 48th Street,,clampToGround,In Service,"2550",N4,CHICAGO,NS,48TH STREET,"Cottage Grove &amp; 48th Street",Point,COTTAGE GROVE,"-87.606595","41.807852","4",SB,"Cottage Grove &amp; 48th Street"
-87.606574716,41.816881724,43rd Street & Cottage Grove,,clampToGround,In Service,"7997",,CHICAGO,NS,COTTAGE GROVE,"43rd Street &amp; Cottage Grove",Point,43RD STREET,"-87.606575","41.816882","43",WB,"43rd Street &amp; Cottage Grove"
-87.606772,41.821357,Cottage Grove & 40th Street,,clampToGround,In Service,"2518",N4,CHICAGO,NS,40TH STREET,"Cottage Grove &amp; 40th Street",Point,COTTAGE GROVE,"-87.606772","41.821357","4",NB,"Cottage Grove &amp; 40th Street"
-87.603481472,41.70743581,103rd Street & Corliss,,clampToGround,In Service,"12223",,CHICAGO,MB,150' east of CORLISS,"103rd Street &amp; Corliss",Point,103RD STREET,"-87.603481","41.707436","106",EB,"103rd Street &amp; Corliss"
-87.60507596,41.742173019,Cottage Grove & 84th Street,,clampToGround,In Service,"2587",,CHICAGO,NS,84TH STREET,"Cottage Grove &amp; 84th Street",Point,COTTAGE GROVE,"-87.605076","41.742173","4",SB,"Cottage Grove &amp; 84th Street"
-87.605225001,41.747752001,Cottage Grove & 81st Street,,clampToGround,In Service,"2584",,CHICAGO,NS,81ST STREET,"Cottage Grove &amp; 81st Street",Point,COTTAGE GROVE,"-87.605225","41.747752","4",SB,"Cottage Grove &amp; 81st Street"
-87.605051669,41.751356901,79th Street & Cottage Grove,,clampToGround,In Service,"2630",N79,CHICAGO,NS,COTTAGE GROVE,"79th Street &amp; Cottage Grove",Point,79TH STREET,"-87.605052","41.751357","79",WB,"79th Street &amp; Cottage Grove"
-87.605486295,41.758692152,Cottage Grove & 75th Street,,clampToGround,In Service,"2578",,CHICAGO,NS,75TH STREET,"Cottage Grove &amp; 75th Street",Point,COTTAGE GROVE,"-87.605486","41.758692","4",SB,"Cottage Grove &amp; 75th Street"
-87.605744978,41.777012029,Cottage Grove & 65th Street,,clampToGround,In Service,"18006",,CHICAGO,FS,65TH STREET,"Cottage Grove &amp; 65th Street",Point,COTTAGE GROVE,"-87.605745","41.777012","4",NB,"Cottage Grove &amp; 65th Street"
-87.60610411,41.793091925,Cottage Grove & 56th Street,,clampToGround,In Service,"2501",N4,CHICAGO,NS,56TH STREET,"Cottage Grove &amp; 56th Street",Point,COTTAGE GROVE,"-87.606104","41.793092","2,4",NB,"Cottage Grove &amp; 56th Street"
-87.606148262,41.795231076,Cottage Grove & 55th Street,,clampToGround,In Service,"15148",N4,CHICAGO,FS,55TH STREET,"Cottage Grove &amp; 55th Street",Point,COTTAGE GROVE,"-87.606148","41.795231","2,4",NB,"Cottage Grove &amp; 55th Street"
-87.605308355,41.801592456,Payne & Cottage Grove,,clampToGround,In Service,"9188",,CHICAGO,MB,COTTAGE GROVE,"Payne &amp; Cottage Grove",Point,PAYNE,"-87.605308","41.801592","2",EB,"Payne &amp; Cottage Grove"
-87.603549858,41.802231324,E Hyde Park & Drexel,,clampToGround,In Service,"1638",,CHICAGO,FS,DREXEL,"E Hyde Park &amp; Drexel",Point,E HYDE PARK,"-87.60355","41.802231","2,15",EB,"E Hyde Park &amp; Drexel"
-87.600066967,41.657158424,131st Street &  Ingleside,,clampToGround,In Service,"2990",N34,CHICAGO,NS,INGLESIDE,"131st Street &amp;  Ingleside",Point,131ST STREET,"-87.600067","41.657158","34",EB,"131st Street &amp;  Ingleside"
-87.600648419,41.758550989,75th Street & Ellis,,clampToGround,In Service,"10942",,CHICAGO,NS,ELLIS,"75th Street &amp; Ellis",Point,75TH STREET,"-87.600648","41.758551","75",EB,"75th Street &amp; Ellis"
-87.60228391,41.763365003,South Chicago & Ingleside,,clampToGround,In Service,"17660",,CHICAGO,FT,INGLESIDE,"South Chicago &amp; Ingleside",Point,SOUTH CHICAGO,"-87.602284","41.763365","30",SEB,"South Chicago &amp; Ingleside"
-87.60100149,41.773133419,67th Street & Ellis,,clampToGround,In Service,"10187",N5,CHICAGO,NT,ELLIS,"67th Street &amp; Ellis",Point,67TH STREET,"-87.601001","41.773133","N5,67",EB,"67th Street &amp; Ellis"
-87.601264561,41.784046678,61st Street & Ellis,,clampToGround,In Service,"13014",,CHICAGO,NS,ELLIS,"61st Street &amp; Ellis",Point,61ST STREET,"-87.601265","41.784047","59",EB,"61st Street &amp; Ellis"
-87.60088971,41.785888212,60th Street & Ellis,,clampToGround,In Service,"14019",,CHICAGO,FS,ELLIS,"60th Street &amp; Ellis",Point,60TH STREET,"-87.60089","41.785888","2,171,172",EB,"60th Street &amp; Ellis"
-87.601302577,41.787376361,Ellis & Midway Plaisance ,,clampToGround,In Service,"17846",,CHICAGO,MB,MIDWAY PLAISANCE,"Ellis &amp; Midway Plaisance",Point,ELLIS,"-87.601303","41.787376","171,172",SB,"Ellis &amp; Midway Plaisance"
-87.601510844,41.791299099,Ellis & 57th Street,,clampToGround,In Service,"14034",,CHICAGO,FS,57TH STREET,"Ellis &amp; 57th Street",Point,ELLIS,"-87.601511","41.791299","171,172",SB,"Ellis &amp; 57th Street"
-87.601021599,41.79511216,55th Street & Ellis,,clampToGround,In Service,"10575",N55,CHICAGO,NS,ELLIS,"55th Street &amp; Ellis",Point,55TH STREET,"-87.601022","41.795112","55",WB,"55th Street &amp; Ellis"
-87.601944439,41.802363179,E Hyde Park & Ellis,,clampToGround,In Service,"1533",,CHICAGO,FS,ELLIS (west leg),"E Hyde Park &amp; Ellis",Point,E HYDE PARK,"-87.601944","41.802363","2,15",WB,"E Hyde Park &amp; Ellis"
-87.60196065,41.816805237,43rd Street & Ellis,,clampToGround,In Service,"8063",,CHICAGO,NS,ELLIS,"43rd Street &amp; Ellis",Point,43RD STREET,"-87.601961","41.816805","43",EB,"43rd Street &amp; Ellis"
-87.596876516,41.653884963,Ellis & 133rd Street,,clampToGround,In Service,"7578",,CHICAGO,NS,133RD STREET,"Ellis &amp; 133rd Street",Point,ELLIS,"-87.596877","41.653885","34",SB,"Ellis &amp; 133rd Street"
-87.595933356,41.707676823,1100 E 103rd Street,,clampToGround,In Service,"12278",,CHICAGO,MB,1100 EAST RR CROSSING,1100 E 103rd Street,Point,103RD STREET,"-87.595933","41.707677","106",WB,1100 E 103rd Street
-87.595132372,41.809585225,1240 E 47th Street,,clampToGround,In Service,"7172",,CHICAGO,MB,1240 EAST (KIMBARK ext.),1240 E 47th Street,Point,47TH STREET,"-87.595132","41.809585","47",EB,1240 E 47th Street
-87.762139202,41.795843419,Archer & Central,,clampToGround,In Service,"4524",,CHICAGO,NS,CENTRAL,"Archer &amp; Central",Point,ARCHER,"-87.762139","41.795843","62,62H",SWB,"Archer &amp; Central"
-87.761355008,41.938580874,Belmont & Long,,clampToGround,In Service,"18260",N77,CHICAGO,FS,LONG,"Belmont &amp; Long",Point,BELMONT,"-87.761355","41.938581","77",EB,"Belmont &amp; Long"
-87.760110372,41.975266231,Foster & Lockwood,,clampToGround,In Service,"4839",,CHICAGO,NS,LOCKWOOD,"Foster &amp; Lockwood",Point,FOSTER,"-87.76011","41.975266","92",WB,"Foster &amp; Lockwood"
-87.757651422,41.796372841,Archer & Long,,clampToGround,In Service,"4395",,CHICAGO,NS,LONG,"Archer &amp; Long",Point,ARCHER,"-87.757651","41.796373","62,62H",NEB,"Archer &amp; Long"
-87.756234,41.924042,Fullerton & Laramie,,clampToGround,In Service,"1302",,CHICAGO,NS,LARAMIE,"Fullerton &amp; Laramie",Point,FULLERTON,"-87.756234","41.924042","74",EB,"Fullerton &amp; Laramie"
-87.754970221,41.796956583,Archer & Lockwood,,clampToGround,In Service,"4521",,CHICAGO,NS,LOCKWOOD,"Archer &amp; Lockwood",Point,ARCHER,"-87.75497","41.796957","62,62H",SWB,"Archer &amp; Lockwood"
-87.753099235,41.89503504,Chicago & Leclaire,,clampToGround,In Service,"658",,CHICAGO,NS,LECLAIRE,"Chicago &amp; Leclaire",Point,CHICAGO,"-87.753099","41.895035","66",WB,"Chicago &amp; Leclaire"
-87.597228551,41.725869787,93rd Street & Greenwood,,clampToGround,In Service,"12027",N5,CHICAGO,NS,GREENWOOD,"93rd Street &amp; Greenwood",Point,93RD STREET,"-87.597229","41.72587","N5,95",WB,"93rd Street &amp; Greenwood"
-87.594992876,41.725787055,93rd Street & Woodlawn,,clampToGround,In Service,"11930",N5,CHICAGO,NS,WOODLAWN,"93rd Street &amp; Woodlawn",Point,93RD STREET,"-87.594993","41.725787","N5,95",EB,"93rd Street &amp; Woodlawn"
-87.597422,41.736795,87th Street & Greenwood,,clampToGround,In Service,"9475",,CHICAGO,NT,GREENWOOD,"87th Street &amp; Greenwood",Point,87TH STREET,"-87.597422","41.736795","87",WB,"87th Street &amp; Greenwood"
-87.750077722,41.797698502,Archer & Leclaire,,clampToGround,In Service,"4519",,CHICAGO,NS,LECLAIRE,"Archer &amp; Leclaire",Point,ARCHER,"-87.750078","41.797699","62,62H",SWB,"Archer &amp; Leclaire"
-87.751325977,41.924085824,Fullerton & Lavergne,,clampToGround,In Service,"1304",,CHICAGO,NS,LAVERGNE,"Fullerton &amp; Lavergne",Point,FULLERTON,"-87.751326","41.924086","74",EB,"Fullerton &amp; Lavergne"
-87.748394,41.991464,Cicero & Glenlake,,clampToGround,In Service,"10477",,CHICAGO,NT,GLENLAKE,"Cicero &amp; Glenlake",Point,CICERO,"-87.748394","41.991464",54A,SB,"Cicero &amp; Glenlake"
-87.748018001,42.004394001,Cicero & Pratt,,clampToGround,In Service,"10430",,LINCOLNWOOD,NS,PRATT,"Cicero &amp; Pratt",Point,CICERO,"-87.748018","42.004394",54A,NB,"Cicero &amp; Pratt"
-87.74767867,41.798059267,Archer & Lavergne,,clampToGround,In Service,"4517",,CHICAGO,NS,LAVERGNE,"Archer &amp; Lavergne",Point,ARCHER,"-87.747679","41.798059","62,62H",SWB,"Archer &amp; Lavergne"
-87.747518499,41.880570589,Madison & Lamon,,clampToGround,In Service,"497",N20,CHICAGO,NS,LAMON,"Madison &amp; Lamon",Point,MADISON,"-87.747518","41.880571","20",WB,"Madison &amp; Lamon"
-87.59846,41.76595,71st Street & Greenwood,,clampToGround,In Service,"10836",,CHICAGO,FT,GREENWOOD,"71st Street &amp; Greenwood",Point,71ST STREET,"-87.59846","41.76595","71",WB,"71st Street &amp; Greenwood"
-87.595990412,41.773176188,67th Street & Woodlawn,,clampToGround,In Service,"10191",N5,CHICAGO,MT,WOODLAWN,"67th Street &amp; Woodlawn",Point,67TH STREET,"-87.59599","41.773176","N5,67",EB,"67th Street &amp; Woodlawn"
-87.597613,41.780548,63rd Street & University,,clampToGround,In Service,"3212",N63,CHICAGO,NS,UNIVERSITY (west leg),"63rd Street &amp; University",Point,63RD STREET,"-87.597613","41.780548","63",WB,"63rd Street &amp; University"
-87.745539416,41.902273935,Division & Cicero,,clampToGround,In Service,"15191",,CHICAGO,FS,CICERO,"Division &amp; Cicero",Point,DIVISION,"-87.745539","41.902274","70",EB,"Division &amp; Cicero"
-87.746111675,41.922296337,Cicero & Belden,,clampToGround,In Service,"10316",,CHICAGO,NS,BELDEN,"Cicero &amp; Belden",Point,CICERO,"-87.746112","41.922296","54",NB,"Cicero &amp; Belden"
-87.747198549,41.938892174,Belmont & Cicero,,clampToGround,In Service,"14639",N77,CHICAGO,FS,CICERO,"Belmont &amp; Cicero",Point,BELMONT,"-87.747199","41.938892","77",WB,"Belmont &amp; Cicero"
-87.747041667,42.047743333,Skokie Blvd & Church,,clampToGround,In Service,"3582",,SKOKIE,FS,CHURCH,"Skokie Blvd &amp; Church",Point,SKOKIE BLVD,"-87.747042","42.047743","54A,97",SB,"Skokie Blvd &amp; Church"
-87.741870449,41.758952141,Cicero & State Road,,clampToGround,In Service,"10364",,BEDFORD PARK,FS,STATE ROAD,"Cicero &amp; State Road",Point,CICERO,"-87.74187","41.758952",54B,SB,"Cicero &amp; State Road"
-87.743264052,41.805885116,Cicero & 48th Street,,clampToGround,In Service,"8121",,CHICAGO,NS,48TH STREET,"Cicero &amp; 48th Street",Point,CICERO,"-87.743264","41.805885","47,54B",SB,"Cicero &amp; 48th Street"
-87.59599077,41.784118335,61st Street & Woodlawn,,clampToGround,In Service,"17626",,CHICAGO,FS,WOODLAWN,"61st Street &amp; Woodlawn",Point,61ST STREET,"-87.595991","41.784118","59",EB,"61st Street &amp; Woodlawn"
-87.598009015,41.791332381,University & 57th Street,,clampToGround,In Service,"16036",,CHICAGO,NS,57TH STREET,"University &amp; 57th Street",Point,UNIVERSITY,"-87.598009","41.791332","171",NB,"University &amp; 57th Street"
-87.597049028,41.802415419,E Hyde Park & Woodlawn,,clampToGround,In Service,"1530",,CHICAGO,FS,WOODLAWN,"E Hyde Park &amp; Woodlawn",Point,E HYDE PARK,"-87.597049","41.802415","2,15",WB,"E Hyde Park &amp; Woodlawn"
-87.742842844,41.960874601,Montrose Blue Line Station,,clampToGround,In Service,"11401",,CHICAGO,MB,BLUE LINE STATION,Montrose Blue Line Station,Point,MONTROSE,"-87.742843","41.960875","78",WB,Montrose Blue Line Station
-87.738359341,41.786309748,Midway Orange Line Station,,clampToGround,In Service,"14123",,CHICAGO,TERM,ORANGE LINE STATION,Midway Orange Line Station,Point,MIDWAY TERMINAL,"-87.738359","41.78631",54B,SWB,Midway Orange Line Station
-87.737680519,41.880485006,Madison & Kilbourn,,clampToGround,In Service,"17163",N20,CHICAGO,FS,KILBOURN,"Madison &amp; Kilbourn",Point,MADISON,"-87.737681","41.880485","20",EB,"Madison &amp; Kilbourn"
-87.739374797,41.946163621,Addison & Kilbourn,,clampToGround,In Service,"15773",,CHICAGO,FS,KILBOURN (west leg),"Addison &amp; Kilbourn",Point,ADDISON,"-87.739375","41.946164","152",EB,"Addison &amp; Kilbourn"
-87.734874447,41.778578282,63rd Street & Kilbourn,,clampToGround,In Service,"3277",N63,CHICAGO,NS,KILBOURN,"63rd Street &amp; Kilbourn",Point,63RD STREET,"-87.734874","41.778578","63",WB,"63rd Street &amp; Kilbourn"
-87.733573243,41.902627539,Division & Kildare,,clampToGround,In Service,"2086",,CHICAGO,NS,KILDARE,"Division &amp; Kildare",Point,DIVISION,"-87.733573","41.902628","70",WB,"Division &amp; Kildare"
-87.593989639,41.708385425,Woodlawn & 103rd Street,,clampToGround,In Service,"7212",,CHICAGO,MB,200'north of 103RD STREET,"Woodlawn &amp; 103rd Street",Point,WOODLAWN,"-87.59399","41.708385","106",NB,"Woodlawn &amp; 103rd Street"
-87.59241585,41.722302589,1300 E 95th Street,,clampToGround,In Service,"12023",N5,CHICAGO,MB,1300 EAST (KIMBARK),1300 E 95th Street,Point,95TH STREET,"-87.592416","41.722303","N5,95,100",WB,1300 E 95th Street
-87.593082524,41.736749947,87th Street & Kimbark,,clampToGround,In Service,"9425",,CHICAGO,NS,KIMBARK (west leg),"87th Street &amp; Kimbark",Point,87TH STREET,"-87.593083","41.73675","87",EB,"87th Street &amp; Kimbark"
-87.734486693,41.939058846,Belmont & Kildare,,clampToGround,In Service,"9321",N77,CHICAGO,NS,KILDARE (west leg),"Belmont &amp; Kildare",Point,BELMONT,"-87.734487","41.939059","77",WB,"Belmont &amp; Kildare"
-87.735220504,42.026289759,Oakton & Kildare,,clampToGround,In Service,"3542",,SKOKIE,NS,KILDARE,"Oakton &amp; Kildare",Point,OAKTON,"-87.73522","42.02629","97",WB,"Oakton &amp; Kildare"
-87.729887999,41.778698,63rd Street & Kildare,,clampToGround,In Service,"3274",N63,CHICAGO,NS,KILDARE,"63rd Street &amp; Kildare",Point,63RD STREET,"-87.729888","41.778698","63",WB,"63rd Street &amp; Kildare"
-87.730716835,41.807720733,47th Street & Kildare,,clampToGround,In Service,"17454",,CHICAGO,FS,KILDARE (east leg),"47th Street &amp; Kildare",Point,47TH STREET,"-87.730717","41.807721","47",EB,"47th Street &amp; Kildare"
-87.732426131,41.944399739,Milwaukee & Keeler,,clampToGround,In Service,"18425",,CHICAGO,FS,KEELER,"Milwaukee &amp; Keeler",Point,MILWAUKEE,"-87.732426","41.9444","56",NWB,"Milwaukee &amp; Keeler"
-87.728516174,41.800997566,Archer & Keeler,,clampToGround,In Service,"4509",N62,CHICAGO,FS,KEELER,"Archer &amp; Keeler",Point,ARCHER,"-87.728516","41.800998","62",SWB,"Archer &amp; Keeler"
-87.593236295,41.786050558,60th Street & Kenwood,,clampToGround,In Service,"17902",,CHICAGO,NS,KENWOOD,"60th Street &amp; Kenwood",Point,60TH STREET,"-87.593236","41.786051","2,171,172",EB,"60th Street &amp; Kenwood"
